id,upz,localidad,lon,lat
2965,19.0,11.0,-74.14963816183547,4.549805475432622
2966,19.0,11.0,-74.14963816183547,4.549805475432622
2967,19.0,11.0,-74.14963816183547,4.549805475432622
2968,19.0,11.0,-74.14963816183547,4.549805475432622
2969,19.0,11.0,-74.14963816183547,4.549805475432622
3745,19.0,11.0,-74.14963816183547,4.549805475432622
3892,19.0,11.0,-74.14963816183547,4.549805475432622
3893,19.0,11.0,-74.14963816183547,4.549805475432622
3902,19.0,11.0,-74.14963816183547,4.549805475432622
3903,19.0,11.0,-74.14963816183547,4.549805475432622
3904,19.0,11.0,-74.14963816183547,4.549805475432622
3905,19.0,11.0,-74.14963816183547,4.549805475432622
4477,19.0,11.0,-74.14963816183547,4.549805475432622
4478,19.0,11.0,-74.14963816183547,4.549805475432622
4479,19.0,11.0,-74.14963816183547,4.549805475432622
4480,19.0,11.0,-74.14963816183547,4.549805475432622
4481,19.0,11.0,-74.14963816183547,4.549805475432622
4749,19.0,11.0,-74.14963816183547,4.549805475432622
4750,19.0,11.0,-74.14963816183547,4.549805475432622
4751,19.0,11.0,-74.14963816183547,4.549805475432622
4752,19.0,11.0,-74.14963816183547,4.549805475432622
4753,19.0,11.0,-74.14963816183547,4.549805475432622
5024,19.0,11.0,-74.14963816183547,4.549805475432622
5025,19.0,11.0,-74.14963816183547,4.549805475432622
6084,19.0,11.0,-74.14963816183547,4.549805475432622
6085,19.0,11.0,-74.14963816183547,4.549805475432622
6086,19.0,11.0,-74.14963816183547,4.549805475432622
6087,19.0,11.0,-74.14963816183547,4.549805475432622
6088,19.0,11.0,-74.14963816183547,4.549805475432622
6089,19.0,11.0,-74.14963816183547,4.549805475432622
6090,19.0,11.0,-74.14963816183547,4.549805475432622
6715,19.0,11.0,-74.14963816183547,4.549805475432622
6962,19.0,11.0,-74.14963816183547,4.549805475432622
6964,19.0,11.0,-74.14963816183547,4.549805475432622
7223,19.0,11.0,-74.14963816183547,4.549805475432622
7224,19.0,11.0,-74.14963816183547,4.549805475432622
7225,19.0,11.0,-74.14963816183547,4.549805475432622
7226,19.0,11.0,-74.14963816183547,4.549805475432622
7227,19.0,11.0,-74.14963816183547,4.549805475432622
7660,19.0,11.0,-74.14963816183547,4.549805475432622
8284,19.0,11.0,-74.14963816183547,4.549805475432622
8288,19.0,11.0,-74.14963816183547,4.549805475432622
8289,19.0,11.0,-74.14963816183547,4.549805475432622
8410,19.0,11.0,-74.14963816183547,4.549805475432622
8411,19.0,11.0,-74.14963816183547,4.549805475432622
8412,19.0,11.0,-74.14963816183547,4.549805475432622
8778,19.0,11.0,-74.14963816183547,4.549805475432622
8825,19.0,11.0,-74.14963816183547,4.549805475432622
8830,19.0,11.0,-74.14963816183547,4.549805475432622
8831,19.0,11.0,-74.14963816183547,4.549805475432622
8833,19.0,11.0,-74.14963816183547,4.549805475432622
9119,19.0,11.0,-74.14963816183547,4.549805475432622
9148,19.0,11.0,-74.14963816183547,4.549805475432622
9149,19.0,11.0,-74.14963816183547,4.549805475432622
9150,19.0,11.0,-74.14963816183547,4.549805475432622
9151,19.0,11.0,-74.14963816183547,4.549805475432622
9152,19.0,11.0,-74.14963816183547,4.549805475432622
9406,19.0,11.0,-74.14963816183547,4.549805475432622
9407,19.0,11.0,-74.14963816183547,4.549805475432622
